country,country_code,continent,population,indicator,weekly_count,year_week,rate_14_day,cumulative_count,source,note
Ireland,IRL,Europe,5006324,deaths,15,2020-24,7.790147022046516,1461,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,10,2020-25,4.993683988491356,1471,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,13,2020-26,4.594189269412047,1484,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,7,2020-27,3.9949471907930847,1491,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,3,2020-28,1.9974735953965423,1494,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,5,2020-29,1.597978876317234,1499,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,2,2020-30,1.3982315167775796,1501,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,2,2020-31,0.798989438158617,1503,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,4,2020-32,1.1984841572379255,1507,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,1,2020-33,0.9987367976982712,1508,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,1,2020-34,0.3994947190793085,1509,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,1,2020-35,0.3994947190793085,1510,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,4,2020-36,0.9987367976982712,1514,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,10,2020-37,2.7964630335551592,1524,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,9,2020-38,3.7951998312534307,1533,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,12,2020-39,4.1946945503327395,1545,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,12,2020-40,4.793936628951702,1557,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,20,2020-41,6.391915505268936,1577,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,30,2020-42,9.987367976982712,1607,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,34,2020-43,12.783831010537872,1641,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,38,2020-44,14.381809886855105,1679,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,50,2020-45,17.577767639489572,1729,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,39,2020-46,17.77751499902923,1768,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,45,2020-47,16.778778201330958,1813,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,44,2020-48,17.77751499902923,1857,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,36,2020-49,15.979788763172339,1893,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,33,2020-50,13.782567808236143,1926,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,36,2020-51,13.782567808236143,1962,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,55,2020-52,18.177009718108536,2017,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,75,2020-53,25.96715674015505,2092,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,168,2021-01,48.53860836813598,2260,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,348,2021-02,103.06963752246159,2608,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,435,2021-03,156.40218251954929,3043,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,425,2021-04,171.78272920410265,3468,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,335,2021-05,151.80799325013723,3803,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,250,2021-06,116.85220533069773,4053,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,171,2021-07,84.09363836619444,4224,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,131,2021-08,60.323702580975585,4355,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,76,2021-09,41.34770342470843,4431,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,63,2021-10,27.76488297601194,4494,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,52,2021-11,22.970946347060238,4546,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,43,2021-12,18.975999156267154,4589,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,42,2021-13,16.97852556087061,4631,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,29,2021-14,14.182062527315452,4660,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,24,2021-15,10.586610055601675,4684,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,19,2021-16,8.589136460205133,4703,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,14,2021-17,6.59166286480859,4717,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,13,2021-18,5.393178707570665,4730,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,5,2021-19,3.5954524717137764,4735,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,14,2021-20,3.7951998312534307,4749,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,7,2021-21,4.1946945503327395,4756,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,5,2021-22,2.396968314475851,4761,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,2,2021-23,1.3982315167775796,4763,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,9,2021-24,2.1972209549361965,4772,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,5,2021-25,2.7964630335551592,4777,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,4,2021-26,1.7977262358568882,4781,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,1,2021-27,0.9987367976982712,4782,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,7,2021-28,1.597978876317234,4789,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,7,2021-29,2.7964630335551592,4796,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,10,2021-30,3.395705112174122,4806,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,12,2021-31,4.394441909872393,4818,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,17,2021-32,5.792673426649973,4835,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,16,2021-33,6.59166286480859,4851,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,34,2021-34,9.987367976982712,4885,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,49,2021-35,16.5790308417913,4934,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,41,2021-36,17.977262358568883,4975,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,41,2021-37,16.379283482251648,5016,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,42,2021-38,16.5790308417913,5058,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,54,2021-39,19.175746515806807,5112,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,38,2021-40,18.37675707764819,5150,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,59,2021-41,19.37549387534646,5209,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,53,2021-42,22.371704268441274,5262,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,64,2021-43,23.370441066139545,5326,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,73,2021-44,27.365388256932633,5399,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,52,2021-45,24.96841994245678,5451,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,51,2021-46,20.57397803258439,5502,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,77,2021-47,25.567662021075744,5579,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,66,2021-48,28.563872414170557,5645,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,56,2021-49,24.36917786383782,5701,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,55,2021-50,22.17195690890162,5756,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,52,2021-51,21.372967470743003,5808,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,60,2021-52,22.371704268441274,5868,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,70,2022-01,25.96715674015505,5938,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,79,2022-02,29.762356571408482,6017,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,65,2022-03,28.76361977371021,6082,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,81,2022-04,29.16311449278952,6163,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,70,2022-05,30.161851290487792,6233,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,51,2022-06,24.169430504298163,6284,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,53,2022-07,20.773725392124042,6337,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,49,2022-08,20.374230673044732,6386,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,56,2022-09,20.973472751663696,6442,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,69,2022-10,24.96841994245678,6511,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,67,2022-11,27.165640897392976,6578,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,74,2022-12,28.16437769509125,6652,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,97,2022-13,34.15679848128087,6749,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,90,2022-14,37.35275623391534,6839,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,90,2022-15,35.954524717137765,6929,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,61,2022-16,30.161851290487792,6990,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,48,2022-17,21.772462189822313,7038,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,41,2022-18,17.77751499902923,7079,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,28,2022-19,13.782567808236143,7107,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,21,2022-20,9.787620617443059,7128,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,19,2022-21,7.989894381586169,7147,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,16,2022-22,6.991157583887898,7163,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,18,2022-23,6.791410224348244,7181,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,22,2022-24,7.989894381586169,7203,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,37,2022-25,11.785094212839601,7240,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,28,2022-26,12.983578370077526,7268,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,31,2022-27,11.785094212839601,7299,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,48,2022-28,15.780041403632685,7347,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,42,2022-29,17.977262358568883,7389,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,35,2022-30,15.380546684553376,7424,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,34,2022-31,13.782567808236143,7458,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,25,2022-32,11.785094212839601,7483,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,21,2022-33,9.188378538824095,7504,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,15,2022-34,7.190904943427553,7519,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,17,2022-35,6.391915505268936,7536,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,8,2022-36,4.993683988491356,7544,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,8,2022-37,3.195957752634468,7552,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,17,2022-38,4.993683988491356,7569,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,27,2022-39,8.788883819744786,7596,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,23,2022-40,9.987367976982712,7619,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,22,2022-41,8.988631179284441,7641,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,25,2022-42,9.38812589836375,7666,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,27,2022-43,10.386862696062021,7693,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,23,2022-44,9.987367976982712,7716,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,11,2022-45,6.791410224348244,7727,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,21,2022-46,6.391915505268936,7748,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,4,2022-47,4.993683988491356,7752,TESSy COVID-19,
Ireland,IRL,Europe,5006324,deaths,3,2022-48,1.3982315167775796,7755,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,NA,2020-01,NA,NA,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,NA,2020-02,NA,NA,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,NA,2020-03,NA,NA,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,NA,2020-04,NA,NA,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,2,2020-05,NA,2,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,1,2020-06,0.00506446960071536,3,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,NA,2020-07,NA,NA,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,175,2020-08,NA,178,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,1978,2020-09,3.6346010167800564,2156,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,8283,2020-10,17.322174190980103,10439,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,21095,2020-11,49.594662643271946,31534,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,36644,2020-12,97.47247009190139,68178,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,36856,2020-13,124.07950521752632,105034,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,30963,2020-14,114.48908795030499,135997,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,28196,2020-15,99.86965236957332,164193,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,20725,2020-16,82.58630577886537,184918,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,16924,2020-17,63.55740533244419,201842,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,11429,2020-18,47.86430219636087,213271,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,8269,2020-19,33.25330739829705,221540,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,5276,2020-20,22.86608024722985,226816,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,3860,2020-21,15.422998090711841,230676,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,2853,2020-22,11.332594809867404,233529,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,1855,2020-23,7.947840960055971,235384,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,2162,2020-24,6.781324795357866,237546,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,1609,2020-25,6.366038288099207,239155,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,1414,2020-26,5.103297200987511,240569,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,1467,2020-27,4.863578973220317,242036,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,1457,2020-28,4.936169704163904,243493,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,1506,2020-29,5.002007808973204,244999,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,1756,2020-30,5.506766612511168,246755,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,2154,2020-31,6.600692046265685,248909,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,2769,2020-32,8.310794614773906,251678,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,3478,2020-33,10.54591386522295,255156,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,7073,2020-34,17.81173958571592,262229,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,9456,2020-35,27.90353934340806,271685,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,9457,2020-36,31.9281045194432,281142,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,9902,2020-37,32.681022333416216,291044,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,10798,2020-38,34.94484024493598,301842,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,12490,2020-39,39.313789353819764,314332,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,18020,2020-40,51.50565583927521,332352,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,37820,2020-41,94.26666083464856,370172,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,75964,2020-42,192.08520301593217,446136,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,142421,2020-43,368.6680645840746,588557,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,203629,2020-44,584.1865684425168,792186,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,244498,2020-45,756.508522919924,1036684,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,243192,2020-46,823.2970598576246,1279876,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,214439,2020-47,772.5527626149902,1494315,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,162511,2020-48,636.350605329885,1656826,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,130078,2020-49,493.93603200123545,1786904,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,108100,2020-50,402.08174685306096,1895004,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,106936,2020-51,363.0144283531427,2001940,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,92501,2020-52,336.6808745859564,2094441,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,117295,2020-53,354.16848811722656,2211736,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,122550,2021-01,404.89590379452517,2334286,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,94278,2021-02,366.03960486130336,2428564,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,85214,2021-03,303.0105925238671,2513778,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,82888,2021-04,283.7824896064845,2596666,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,83520,2021-05,280.9227524386139,2680186,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,83485,2021-06,281.9305818891562,2763671,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,89977,2021-07,292.83100862642925,2853648,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,121711,2021-08,357.36248027874433,2975359,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,142902,2021-09,446.70816481803115,3118261,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,156221,2021-10,504.9664467915935,3274482,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,149566,2021-11,516.2163219313159,3424048,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,144641,2021-12,496.6674692725546,3568689,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,131741,2021-13,466.57607906163753,3700430,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,100947,2021-14,392.81376748375186,3801377,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,98013,2021-15,335.87562391944266,3899390,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,91493,2021-16,319.915792051055,3990883,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,78144,2021-17,286.3738098855172,4069027,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,63847,2021-18,239.70303435839153,4132874,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,44496,2021-19,182.89994331676806,4177370,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,30570,2021-20,126.72315834909973,4207940,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,22478,2021-21,89.55332779291614,4230418,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,16167,2021-22,65.23880923988169,4246585,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,11606,2021-23,46.88517140688923,4258191,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,7436,2021-24,32.14587671227396,4265627,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,5298,2021-25,21.49698529850313,4270925,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,5673,2021-26,18.520765329816072,4276598,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,8855,2021-27,24.525538119730914,4285453,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,18920,2021-28,46.88854771995637,4304373,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,31367,2021-29,84.892327603724425,4335740,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,38489,2021-30,117.92786280919073,4374229,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,42647,2021-31,136.97026850788046,4416876,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,43278,2021-32,145.05485014715575,4460154,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,45442,2021-33,149.7732476584889,4505596,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,46169,2021-34,154.65370819704495,4551765,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,40083,2021-35,145.60687733363375,4591848,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,33101,2021-36,123.54604775291763,4624949,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,28965,2021-37,104.77712341266651,4653914,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,23736,2021-38,88.96753747576672,4677650,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,20970,2021-39,75.47072598986028,4698620,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,18107,2021-40,65.96809286238471,4716727,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,18017,2021-41,60.98296661874722,4734744,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,25547,2021-42,73.54285122852131,4760291,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,32326,2021-43,97.6986830674,4792617,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,39092,2021-44,120.56476331462986,4831709,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,54121,2021-45,157.35813496382693,4885830,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,69445,2021-46,208.59875022733138,4955275,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,86720,2021-47,263.63096506523806,5041995,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,105090,2021-48,323.80530470440436,5147085,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,123964,2021-49,386.679006640752,5271049,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,173972,2021-50,502.9626049862438,5445021,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,297283,2021-51,795.5522072283723,5742304,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,827070,2021-52,1898.083862991039,6569374,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,1223511,2022-01,3461.7017127681675,7792885,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,1217349,2022-02,4120.553756534031,9010234,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,1173255,2022-03,4035.713761782847,10183489,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,939912,2022-04,3567.3566775782915,11123401,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,668535,2022-05,2715.3103119539396,11791936,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,462610,2022-06,1909.5498221670584,12254546,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,357780,2022-07,1384.946738576958,12612326,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,286150,2022-08,1087.0546366628805,12898476,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,274517,2022-09,946.4936592080928,13172993,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,366133,2022-10,1081.517483232765,13539126,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,503400,2022-11,1467.9078151062763,14042526,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,505549,2022-12,1703.2638463907206,14548075,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,494215,2022-13,1687.7581286298637,15042290,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,449259,2022-14,1592.7317973551078,15491549,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,414933,2022-15,1458.8913710604693,15906482,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,438550,2022-16,1440.812902742449,16345032,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,361884,2022-17,1351.2578867929994,16706916,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,297272,2022-18,1112.7585080430445,17004188,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,258660,2022-19,938.5002380216305,17262848,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,187887,2022-20,753.8412355968806,17450735,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,139363,2022-21,552.4492256113672,17590098,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,119609,2022-22,437.18527381215273,17709707,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,152516,2022-23,459.3895966982224,17862223,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,239085,2022-24,661.0837867032452,18101308,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,370803,2022-25,1029.5864119470298,18472111,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,554938,2022-26,1562.7957175452793,19027049,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,687969,2022-27,2098.2215726721083,19715018,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,664160,2022-28,2282.6054055818863,20379178,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,509816,2022-29,1981.8552546564717,20888994,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,378018,2022-30,1498.8027678271735,21267012,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,267201,2022-31,1089.2306704346545,21534213,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,183815,2022-32,761.3856071454129,21718028,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,151511,2022-33,566.0827777764929,21869539,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,155257,2022-34,517.8724034907498,22024796,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,130555,2022-35,482.49539517321944,22155351,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,109965,2022-36,406.0354094546861,22265316,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,116521,2022-37,382.34382066253966,22381837,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,147088,2022-38,445.0132556583251,22528925,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,233240,2022-39,642.0531981002904,22762165,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,292545,2022-40,887.6073830040418,23054710,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,283456,2022-41,972.3798514938826,23338166,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,247034,2022-42,895.550159494497,23585200,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,197101,2022-43,749.7694020379055,23782301,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,167234,2022-44,615.0545106588769,23949535,TESSy COVID-19,
Italy,ITA,Europe,59236213,cases,184535,2022-45,593.8411356580137,24134070,TESSy COVID-19,
