country,country_code,continent,population,indicator,weekly_count,year_week,rate_14_day,cumulative_count,source,note
Austria,AUT,Europe,8932664,cases,NA,2020-01,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,NA,2020-02,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,NA,2020-03,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,NA,2020-04,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,NA,2020-05,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,NA,2020-06,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,NA,2020-07,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,NA,2020-08,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,12,2020-09,NA,12,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,115,2020-10,1.4217483160678606,127,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,874,2020-11,11.071725075520584,1001,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,3046,2020-12,43.88388503138594,4047,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,5099,2020-13,91.18220499506083,9146,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,3114,2020-14,91.9434560619318,12260,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,1838,2020-15,55.43698945801611,14098,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,686,2020-16,28.255848423269924,14784,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,450,2020-17,12.717370764197556,15234,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,309,2020-18,8.496905290515796,15543,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,260,2020-19,6.369880250729234,15803,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,324,2020-20,6.5378032801860675,16127,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,264,2020-21,6.58258275470789,16391,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,195,2020-22,5.138444701379118,16586,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,228,2020-23,4.735429430682717,16814,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,172,2020-24,4.477947452182238,16986,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,248,2020-25,4.70184482479135,17234,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,334,2020-26,6.515413542925156,17568,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,640,2020-27,10.903802046063749,18208,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,597,2020-28,13.84805249587357,18805,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,784,2020-29,15.460113578659177,19589,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,872,2020-30,18.538702452034467,20461,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,792,2020-31,18.62826140107811,21253,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,721,2020-32,16.937836237879317,21974,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,1461,2020-33,24.42720335165411,23435,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,1909,2020-34,37.72670728463535,25344,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,1944,2020-35,43.13382883314541,27288,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,2263,2020-36,47.09681232832669,29551,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,3996,2020-37,70.06868275802157,33547,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,5215,2020-38,103.11593495512649,38762,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,4661,2020-39,110.56052259437946,43423,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,5603,2020-40,114.90413162299623,49026,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,7489,2020-41,146.56322010992466,56515,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,9898,2020-42,194.64518087773143,66413,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,18266,2020-43,315.2922801081514,84679,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,31621,2020-44,558.4784113675382,116300,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,44777,2020-45,855.2655736295466,161077,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,47840,2020-46,1036.8351479469059,208917,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,40701,2020-47,991.2048634091689,249618,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,31144,2020-48,804.2953367550823,280762,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,23070,2020-49,606.9186079315197,303832,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,18694,2020-50,467.5424934823475,322526,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,14841,2020-51,375.41991952232837,337367,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,13416,2020-52,316.33340289078376,350783,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,14916,2020-53,317.17301803806794,365699,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,14637,2021-01,330.8419526358542,380336,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,10948,2021-02,286.4207139102064,391284,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,10156,2021-03,236.2565075771349,401440,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,9513,2021-04,220.19187109243111,410953,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,9115,2021-05,208.53801284812684,420068,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,9459,2021-06,207.93348994208222,429527,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,11627,2021-07,236.0549999417867,441154,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,14179,2021-08,288.8947798775371,455333,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,16314,2021-09,341.3651291484825,471647,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,18221,2021-10,386.614788152784,489868,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,21077,2021-11,439.935947439644,510945,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,22312,2021-12,485.73415500683785,533257,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,20783,2021-13,482.4428636294839,554040,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,17602,2021-14,429.71503238003805,571642,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,16813,2021-15,385.2714039171293,588455,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,15048,2021-16,356.6797094349457,603503,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,12533,2021-17,308.7656716965958,616036,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,9016,2021-18,241.23822411768762,625052,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,5736,2021-19,165.14670203648095,630788,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,4153,2021-20,110.70605588657538,634941,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,3157,2021-21,81.8344896886304,638098,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,2424,2021-22,62.47856182657268,640522,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,1686,2021-23,46.010910071172496,642208,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,1002,2021-24,30.09180687866464,643210,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,681,2021-25,18.840963905056768,643891,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,632,2021-26,14.698862511788196,644523,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,1088,2021-27,19.255174044383622,645611,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,2197,2021-28,36.77514345104663,647808,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,2530,2021-29,52.9181440161636,650338,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,3261,2021-30,64.82948423896835,653599,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,3661,2021-31,77.49088066001363,657260,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,5903,2021-32,107.06772358167731,663163,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,8066,2021-33,156.38111989883421,671229,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,9437,2021-34,195.94378563886428,680666,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,11273,2021-35,231.8457293367354,691939,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,14084,2021-36,283.86828386246253,706023,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,13761,2021-37,311.72111701503604,719784,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,11753,2021-38,285.62587823744406,731537,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,12600,2021-39,272.6286357574851,744137,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,12771,2021-40,284.0250120232889,756908,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,15337,2021-41,314.6653674648459,772245,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,23833,2021-42,438.50300425494567,796078,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,34562,2021-43,653.7243536754545,830640,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,56413,2021-44,1018.4531736556978,887053,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,78619,2021-45,1511.6655009076799,965672,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,97085,2021-46,1966.98319784557,1062757,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,82538,2021-47,2010.8558880083253,1145295,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,50813,2021-48,1492.846926739884,1196108,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,29146,2021-49,895.130500822599,1225254,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,18844,2021-50,537.241745575564,1244098,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,14603,2021-51,374.4347710828483,1258701,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,23030,2021-52,421.2964911699354,1281731,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,62192,2022-01,954.0490944246867,1343923,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,110558,2022-02,1933.9135559112042,1454481,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,175981,2022-03,3207.7664625021157,1630462,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,227280,2022-04,4514.453918786154,1857742,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,231848,2022-05,5139.877644563817,2089590,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,216388,2022-06,5017.943135440894,2305978,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,195513,2022-07,4611.1775837532905,2501491,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,185349,2022-08,4263.700056332579,2686840,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,217005,2022-09,4504.30017293833,2903845,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,299207,2022-10,5778.925525464744,3203052,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,315891,2022-11,6885.941304855975,3518943,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,248043,2022-12,6313.167046247346,3766986,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,151681,2022-13,4474.857668440232,3918667,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,96531,2022-14,2778.7007325026443,4015198,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,63289,2022-15,1789.1639045194133,4078487,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,48998,2022-16,1257.0382139079675,4127485,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,40350,2022-17,1000.2391223939466,4167835,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,36971,2022-18,865.5984373754571,4204806,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,29764,2022-19,747.0895580534542,4234570,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,20284,2022-20,560.2807852170416,4254854,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,15295,2022-21,398.3022310029796,4270149,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,19508,2022-22,389.61501294574606,4289657,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,25416,2022-23,502.9182783545872,4315073,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,40803,2022-24,741.3130058401391,4355876,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,60224,2022-25,1130.9839931290373,4416100,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,71281,2022-26,1472.181199248063,4487381,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,73763,2022-27,1623.7485256358013,4561144,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,83410,2022-28,1759.5310872545972,4644554,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,79547,2022-29,1824.2822074131525,4724101,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,54660,2022-30,1502.429734287554,4778761,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,42903,2022-31,1092.2049681931392,4821664,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,38602,2022-32,912.4377677252833,4860266,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,37658,2022-33,853.7206817585437,4897924,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,33708,2022-34,798.932994681094,4931632,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,29628,2022-35,709.0381995785356,4961260,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,28964,2022-36,655.9297427956542,4990224,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,36224,2022-37,729.7710962821393,5026448,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,52258,2022-38,990.544366159972,5078706,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,83431,2022-39,1519.0205295978892,5162137,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,97847,2022-40,2029.3833955917294,5259984,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,86395,2022-41,2062.5649862123996,5346379,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,58642,2022-42,1623.6701615553882,5405021,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,37104,2022-43,1071.8638918916015,5442125,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,29399,2022-44,744.4923485311884,5471524,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,24781,2022-45,606.5379823980842,5496305,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,27024,2022-46,579.9501694007521,5523329,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,30240,2022-47,641.0629572544092,5553569,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,33370,2022-48,712.1055935832804,5586939,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,NA,2020-01,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,NA,2020-02,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,NA,2020-03,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,NA,2020-04,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,NA,2020-05,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,NA,2020-06,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,NA,2020-07,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,NA,2020-08,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,0,2020-09,NA,0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,0,2020-10,0,0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,2,2020-11,0.2238973726091119,2,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,30,2020-12,3.5823579617457906,32,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,101,2020-13,14.66527790589683,133,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,127,2020-14,25.524300477438757,260,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,150,2020-15,31.009786106362,410,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,121,2020-16,30.338093988534663,531,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,78,2020-17,22.277788574606635,609,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,51,2020-18,14.441380533287719,660,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,32,2020-19,9.291740963278144,692,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,14,2020-20,5.149639570009574,706,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,18,2020-21,3.5823579617457906,724,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,15,2020-22,3.6943066480503464,739,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,15,2020-23,3.3584605891366786,754,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,15,2020-24,3.3584605891366786,769,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,17,2020-25,3.5823579617457906,786,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,17,2020-26,3.8062553343549026,803,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,9,2020-27,2.910665843918455,812,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,7,2020-28,1.7911789808728953,819,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,10,2020-29,1.9031276671774513,829,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,8,2020-30,2.0150763534820073,837,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,17,2020-31,2.7987171576138987,854,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,12,2020-32,3.2465119028321228,866,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,10,2020-33,2.462871098700231,876,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,13,2020-34,2.574819785004787,889,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,6,2020-35,2.127025039786563,895,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,16,2020-36,2.462871098700231,911,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,15,2020-37,3.4704092754412343,926,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,24,2020-38,4.365998765877682,950,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,34,2020-39,6.4930238056642455,984,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,40,2020-40,8.28420278653714,1024,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,71,2020-41,12.426304179805712,1095,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,65,2020-42,15.22502133741961,1160,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,126,2020-43,21.382199084170185,1286,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,261,2020-44,43.324141599863154,1547,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,397,2020-45,73.66223558839782,1944,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,623,2020-46,114.18766003064707,2567,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,767,2020-47,155.60867396333276,3334,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,857,2020-48,181.80466655859888,4191,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,922,2020-49,199.15671293580505,5113,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,848,2020-50,198.14917475906404,5961,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,705,2020-51,173.8563098309754,6666,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,616,2020-52,147.88421460831842,7282,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,517,2020-53,126.8378615830619,7799,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,436,2021-01,106.68709804824182,8235,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,450,2021-02,99.18653606583658,8685,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,400,2021-03,95.15638335887256,9085,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,369,2021-04,86.08853976820353,9454,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,298,2021-05,74.66977376513881,9752,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,254,2021-06,61.795674840114884,10006,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,218,2021-07,52.83977993575041,10224,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,224,2021-08,49.48131934661373,10448,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,190,2021-09,46.34675613008616,10638,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,214,2021-10,45.227269267040604,10852,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,245,2021-11,51.38444701379118,11097,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,216,2021-12,51.6083443864003,11313,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,271,2021-13,54.51901023031875,11584,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,251,2021-14,58.43721425097821,11835,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,243,2021-15,55.30265103445064,12078,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,200,2021-16,49.59326803291829,12278,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,192,2021-17,43.88388503138594,12470,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,157,2021-18,39.07009152029003,12627,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,104,2021-19,29.218607125489104,12731,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,73,2021-20,19.814917475906405,12804,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,72,2021-21,16.232559514160613,12876,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,47,2021-22,13.321893670242158,12923,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,36,2021-23,9.291740963278144,12959,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,32,2021-24,7.612510668709805,12991,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,19,2021-25,5.709383001532354,13010,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,23,2021-26,4.70184482479135,13033,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,11,2021-27,3.8062553343549026,13044,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,13,2021-28,2.686768471309343,13057,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,15,2021-29,3.1345632165275665,13072,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,15,2021-30,3.3584605891366786,13087,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,19,2021-31,3.8062553343549026,13106,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,16,2021-32,3.9182040206594584,13122,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,12,2021-33,3.1345632165275665,13134,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,35,2021-34,5.26158825631413,13169,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,43,2021-35,8.731997531755365,13212,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,51,2021-36,10.52317651262826,13263,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,85,2021-37,15.22502133741961,13348,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,73,2021-38,17.687892436119842,13421,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,80,2021-39,17.12814900459706,13501,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,73,2021-40,17.12814900459706,13574,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,106,2021-41,20.038814848515514,13680,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,112,2021-42,24.4048136143932,13792,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,141,2021-43,28.323017635052658,13933,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,207,2021-44,38.95814283398547,14140,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,335,2021-45,60.676187977069326,14475,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,395,2021-46,81.72254100232584,14870,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,480,2021-47,97.95510051648645,15350,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,480,2021-48,107.47073885237371,15830,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,405,2021-49,99.07458737953202,16235,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,280,2021-50,76.68485011862083,16515,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,172,2021-51,50.60080620965929,16687,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,129,2021-52,33.69655457767134,16816,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,90,2022-01,24.516762300697753,16906,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,69,2022-02,17.799841122424397,16975,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,80,2022-03,16.680354259378838,17055,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,107,2022-04,20.934404338951964,17162,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,141,2022-05,27.763274203529875,17303,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,178,2022-06,35.71163093115335,17481,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,192,2022-07,41.4210139326857,17673,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,214,2022-08,45.45116663964972,17887,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,219,2022-09,48.47378116987273,18106,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,194,2022-10,46.234807443781605,18300,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,237,2022-11,48.249883797263614,18537,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,280,2022-12,57.877470819455425,18817,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,281,2022-13,62.80321301685589,19098,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,214,2022-14,55.4145997207552,19312,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,160,2022-15,41.86880867790393,19472,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,123,2022-16,31.681478224189334,19595,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,89,2022-17,23.73312149656586,19684,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,73,2022-18,18.135687181338064,19757,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,41,2022-19,12.762150238719379,19798,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,34,2022-20,8.396151472841696,19832,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,30,2022-21,7.164715923491581,19862,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,23,2022-22,5.933280374141465,19885,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,23,2022-23,5.149639570009574,19908,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,27,2022-24,5.597434315227797,19935,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,35,2022-25,6.940818550882469,19970,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,47,2022-26,9.179792276973588,20017,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,65,2022-27,12.538252866110266,20082,TESSy COVID-19,
